QueryNumber;DocInfos
1;[284, '738', 0.02638417419781818]
1;[285, '165', 0.026303400392562223]
1;[286, '49', 0.02628000369191629]
1;[287, '187', 0.026243686735236058]
1;[288, '250', 0.0261761007765579]
1;[289, '793', 0.026072319555502]
1;[290, '256', 0.026060874445083797]
1;[291, '1232', 0.025937976418367693]
1;[292, '181', 0.025866246917931025]
1;[293, '1124', 0.025647103028067997]
1;[294, '1202', 0.025381846635308812]
1;[295, '1166', 0.025363826182902203]
1;[296, '722', 0.025312491666908698]
1;[297, '1077', 0.025252480861076457]
1;[298, '998', 0.025248378036956277]
1;[299, '1205', 0.02510772800148176]
1;[300, '122', 0.025037274098601382]
1;[301, '1119', 0.024966512225966752]
1;[302, '710', 0.02492693583386615]
1;[303, '326', 0.024810096973095472]
1;[304, '308', 0.024603869948662725]
1;[305, '102', 0.024598576690127102]
1;[306, '588', 0.024583986656344245]
1;[307, '589', 0.024407972915788195]
1;[308, '359', 0.024389513096427205]
1;[309, '987', 0.024247892681398528]
1;[310, '290', 0.02415171798589298]
1;[311, '101', 0.024106660610333574]
1;[312, '890', 0.024012571387270462]
1;[313, '778', 0.023962623546948274]
1;[314, '24', 0.023858678433575916]
1;[315, '1044', 0.02383214909095378]
1;[316, '614', 0.023745223750412235]
1;[317, '694', 0.023715834186499227]
1;[318, '414', 0.023589357511140784]
1;[319, '1203', 0.02354148158293296]
1;[320, '1173', 0.023539159843202814]
1;[321, '764', 0.023475543214186875]
1;[322, '47', 0.023449454188578446]
1;[323, '870', 0.023432072114318834]
1;[324, '567', 0.023405086780842667]
1;[325, '406', 0.023403794482095244]
1;[326, '422', 0.0233679097534715]
1;[327, '570', 0.023189267986976476]
1;[328, '780', 0.02307758258116056]
1;[329, '242', 0.02291310366493107]
1;[330, '633', 0.02281275104480916]
1;[331, '411', 0.022662734697568614]
1;[332, '205', 0.022643180781160042]
1;[333, '1183', 0.022555503135959862]
1;[334, '760', 0.02242171849805502]
1;[335, '460', 0.022333920680763883]
1;[336, '1199', 0.02217795012446129]
1;[337, '973', 0.022170065988251872]
1;[338, '1075', 0.02214233231413362]
1;[339, '928', 0.022130321041948196]
1;[340, '293', 0.022036627463905178]
1;[341, '1220', 0.021727560960683564]
1;[342, '322', 0.021691268640066853]
1;[343, '577', 0.021689523415383966]
1;[344, '88', 0.021671182315998627]
1;[345, '260', 0.02166511049711099]
1;[346, '469', 0.021661803284480273]
1;[347, '639', 0.021654293604594192]
1;[348, '1208', 0.021640810100256477]
1;[349, '41', 0.02153328599808907]
1;[350, '61', 0.0214427561629354]
1;[351, '1104', 0.02140298028554534]
1;[352, '913', 0.021291367245024184]
1;[353, '421', 0.02119406128566418]
1;[354, '1135', 0.021159562178378832]
1;[355, '766', 0.021128262939068245]
1;[356, '661', 0.021097874293057844]
1;[357, '581', 0.02108162221455119]
1;[358, '1082', 0.021044684395298306]
1;[359, '320', 0.021026631924410382]
1;[360, '479', 0.02101095077905114]
1;[361, '878', 0.021001337798459967]
1;[362, '842', 0.02092535379242559]
1;[363, '725', 0.02085219308021848]
1;[364, '229', 0.020813272998714393]
1;[365, '358', 0.02077988854924025]
1;[366, '80', 0.0205991977440851]
1;[367, '784', 0.020563395989570545]
1;[368, '860', 0.020512131123710777]
1;[369, '869', 0.020496540927047713]
1;[370, '1054', 0.020474144137167888]
1;[371, '183', 0.02044761808125111]
1;[372, '23', 0.020402827323147212]
1;[373, '768', 0.020322975986415373]
1;[374, '790', 0.020251673782509808]
1;[375, '840', 0.020244297509924743]
1;[376, '638', 0.020055724202688884]
1;[377, '517', 0.020048748725737746]
1;[378, '1106', 0.020013130685806138]
1;[379, '1191', 0.019961628210980034]
1;[380, '383', 0.019912376186331307]
1;[381, '1050', 0.019855757424951898]
1;[382, '369', 0.019830270226408608]
1;[383, '981', 0.019826027765570707]
1;[384, '1007', 0.01977155197496093]
1;[385, '489', 0.019747201531262786]
1;[386, '634', 0.019672353937790703]
1;[387, '1025', 0.019661724461354127]
1;[388, '829', 0.019502920965060486]
1;[389, '472', 0.019435477536932984]
1;[390, '212', 0.01931354992510856]
1;[391, '528', 0.019311724112863363]
1;[392, '160', 0.019202571374825946]
1;[393, '1103', 0.019201648545207336]
1;[394, '1000', 0.01919093948510042]
1;[395, '295', 0.01917735594351773]
1;[396, '100', 0.019137750805116895]
1;[397, '26', 0.01905480618800504]
1;[398, '667', 0.019018736334058917]
1;[399, '238', 0.01901099632414579]
1;[400, '1043', 0.01898012796811571]
1;[401, '466', 0.018864501360781646]
1;[402, '1164', 0.01886138007226052]
1;[403, '394', 0.01885646238662715]
1;[404, '952', 0.018797308614561584]
1;[405, '184', 0.018793936940668853]
1;[406, '963', 0.018747488903903212]
1;[407, '351', 0.018746312702318198]
1;[408, '6', 0.018739351951303305]
1;[409, '513', 0.018621777497741538]
1;[410, '1060', 0.018609076504921118]
1;[411, '152', 0.018555612484353983]
1;[412, '1067', 0.018544652350939935]
1;[413, '59', 0.018525853538595923]
1;[414, '737', 0.01847212022245202]
1;[415, '217', 0.018462764041501104]
1;[416, '204', 0.018449187565802504]
1;[417, '587', 0.01842743065281183]
1;[418, '1181', 0.01835692962227087]
1;[419, '612', 0.018279623933074113]
1;[420, '150', 0.01818496225160135]
1;[421, '769', 0.01815480169874475]
1;[422, '879', 0.01805818486450334]
1;[423, '1165', 0.017989930197711605]
1;[424, '1189', 0.017943324261663812]
1;[425, '926', 0.017896624753582936]
1;[426, '364', 0.017862453542436853]
1;[427, '327', 0.017847950349280873]
1;[428, '562', 0.017839087104978002]
1;[429, '1223', 0.017779614450217265]
1;[430, '911', 0.017727220923011475]
1;[431, '535', 0.017697827202336733]
1;[432, '251', 0.017602199009274004]
1;[433, '1003', 0.017567445167363756]
1;[434, '934', 0.01754711066703376]
1;[435, '1041', 0.01753662520381195]
1;[436, '1108', 0.017534703013942186]
1;[437, '972', 0.017522575681992794]
1;[438, '1161', 0.017456931229723107]
1;[439, '1', 0.017382604192280375]
1;[440, '1074', 0.01733778888053093]
1;[441, '800', 0.017176180576226364]
1;[442, '521', 0.01712472770894502]
1;[443, '477', 0.01711504914219386]
1;[444, '185', 0.01701189714128632]
1;[445, '272', 0.016935393610794124]
1;[446, '1200', 0.016919513537734833]
1;[447, '606', 0.016885149157728024]
1;[448, '657', 0.0168675377029837]
1;[449, '1068', 0.016803206502709164]
1;[450, '211', 0.01669872434727424]
1;[451, '304', 0.016664998070704016]
1;[452, '859', 0.016647889258459312]
1;[453, '818', 0.016617569894864535]
1;[454, '182', 0.01660710102309895]
1;[455, '508', 0.01657573502849264]
1;[456, '231', 0.016493814466877425]
1;[457, '650', 0.016446191858714092]
1;[458, '916', 0.01637633494952732]
1;[459, '130', 0.01636595080270525]
1;[460, '12', 0.016336669889950608]
1;[461, '305', 0.016265416431705326]
1;[462, '89', 0.016247273657584556]
1;[463, '174', 0.016226911158519576]
1;[464, '273', 0.016155994094849958]
1;[465, '487', 0.016146591502833804]
1;[466, '798', 0.016140602659529376]
1;[467, '770', 0.016081083582180408]
1;[468, '349', 0.016030926350140525]
1;[469, '751', 0.015965462499414662]
1;[470, '623', 0.015871592901918228]
1;[471, '30', 0.015867956264012828]
1;[472, '438', 0.015832710968853178]
1;[473, '1179', 0.015790783416053347]
1;[474, '357', 0.015732211741613877]
1;[475, '680', 0.01566785781215498]
1;[476, '575', 0.015622388081594945]
1;[477, '630', 0.01561605890192342]
1;[478, '258', 0.015585888841739186]
1;[479, '1017', 0.015508763221864732]
1;[480, '82', 0.015481938936297988]
1;[481, '1190', 0.01547878877178799]
1;[482, '509', 0.015455558382698329]
1;[483, '1121', 0.015438191164145833]
1;[484, '332', 0.015414288340494669]
1;[485, '462', 0.01533551687844685]
1;[486, '865', 0.015272585927323524]
1;[487, '536', 0.01517365723742226]
1;[488, '1058', 0.015082330033243805]
1;[489, '688', 0.01501058553494348]
1;[490, '453', 0.014981642657440883]
1;[491, '1139', 0.01481162393958859]
1;[492, '228', 0.0147761781598492]
1;[493, '141', 0.0147056745444833]
1;[494, '315', 0.014649601543027222]
1;[495, '471', 0.01461936490772168]
1;[496, '1065', 0.014504569889089687]
1;[497, '447', 0.0144423740250414]
1;[498, '1105', 0.014401295868645128]
1;[499, '223', 0.014341080504677146]
1;[500, '833', 0.014335517649354883]
1;[501, '284', 0.014295550346504505]
1;[502, '728', 0.014258438818232605]
1;[503, '1034', 0.014242164706642899]
1;[504, '372', 0.014213961143165059]
1;[505, '622', 0.014023433937109914]
1;[506, '18', 0.013952588510608196]
1;[507, '1132', 0.013901215068647338]
1;[508, '631', 0.013857691696583187]
1;[509, '727', 0.013841228991251784]
1;[510, '919', 0.013787272247525807]
1;[511, '715', 0.0137714223555983]
1;[512, '391', 0.013646164449897812]
1;[513, '648', 0.013615948805350603]
1;[514, '705', 0.013511067668439665]
1;[515, '1048', 0.013443221247506588]
1;[516, '415', 0.013281921750978311]
1;[517, '834', 0.013257664880094775]
1;[518, '590', 0.013227029558254558]
1;[519, '602', 0.013225020850111527]
1;[520, '858', 0.013128929787023326]
1;[521, '583', 0.013047366980653907]
1;[522, '1169', 0.013042255339399074]
1;[523, '887', 0.01300327902554003]
1;[524, '897', 0.012917034641898412]
1;[525, '1195', 0.01290069158663561]
1;[526, '1086', 0.012825616662405545]
1;[527, '811', 0.012607863373111556]
1;[528, '618', 0.012487524570550392]
1;[529, '1207', 0.012487115376644506]
1;[530, '917', 0.012471767990040924]
1;[531, '993', 0.012455194784054205]
1;[532, '905', 0.012383698779422197]
1;[533, '268', 0.012359051051568407]
1;[534, '873', 0.012249458600759077]
1;[535, '552', 0.012219397595598354]
1;[536, '815', 0.01221470605628721]
1;[537, '892', 0.012152797162557018]
1;[538, '227', 0.012122596099307855]
1;[539, '830', 0.01201747275852481]
1;[540, '449', 0.011909749002453235]
1;[541, '1125', 0.011866773169195707]
1;[542, '604', 0.011861030875968369]
1;[543, '455', 0.01183000346592998]
1;[544, '190', 0.011758711979054207]
1;[545, '119', 0.011721649384737371]
1;[546, '1018', 0.011715496381654889]
1;[547, '675', 0.01161434100022841]
1;[548, '31', 0.01159668673043984]
1;[549, '782', 0.011496926108132556]
1;[550, '684', 0.011450924667987077]
1;[551, '1047', 0.011394845653504402]
1;[552, '647', 0.011296796758549194]
1;[553, '826', 0.011238397976274041]
1;[554, '951', 0.011205812038695865]
1;[555, '1214', 0.011167190569359298]
1;[556, '968', 0.011157604913499156]
1;[557, '1129', 0.011122806014672163]
1;[558, '178', 0.011064862003133018]
1;[559, '1117', 0.011047876801112142]
1;[560, '1037', 0.011036575517894276]
1;[561, '1057', 0.011027303638430753]
1;[562, '944', 0.011013372218149187]
1;[563, '200', 0.011002345323126538]
1;[564, '884', 0.010958346907608189]
1;[565, '828', 0.010948413802128036]
1;[566, '1033', 0.010929183844700546]
1;[567, '942', 0.010903389788679602]
1;[568, '341', 0.010858218857667192]
1;[569, '1239', 0.010820380118869965]
1;[570, '135', 0.010815065144455075]
1;[571, '446', 0.010790875667730203]
1;[572, '578', 0.010773461073360321]
1;[573, '899', 0.010771832133002599]
1;[574, '1019', 0.010751865965624136]
1;[575, '518', 0.010725474487280333]
1;[576, '579', 0.010690095260201758]
1;[577, '885', 0.010685588327974206]
1;[578, '262', 0.010677724407753624]
1;[579, '340', 0.010657320557556246]
1;[580, '289', 0.010656342899742675]
1;[581, '1099', 0.010648907684979479]
1;[582, '672', 0.010486636557598537]
1;[583, '803', 0.010465647709685744]
1;[584, '1151', 0.01044259520737115]
1;[585, '692', 0.0104410359329886]
1;[586, '668', 0.010408495613301427]
1;[587, '1172', 0.010385780860605499]
1;[588, '401', 0.010369757868631677]
1;[589, '210', 0.010298241334935558]
1;[590, '965', 0.010208549224655774]
1;[591, '195', 0.010171768347784892]
1;[592, '10', 0.010171763659557789]
1;[593, '554', 0.010134858660739205]
1;[594, '468', 0.010120445352953688]
1;[595, '282', 0.01011755876082733]
1;[596, '470', 0.01009691036541834]
1;[597, '519', 0.010040542153490263]
1;[598, '1138', 0.009997574214083546]
1;[599, '1024', 0.009995404689316765]
1;[600, '755', 0.009978895833063734]
1;[601, '597', 0.009956224419578151]
1;[602, '775', 0.009934270673770076]
1;[603, '1131', 0.009926586807914346]
1;[604, '3', 0.009915515922151138]
1;[605, '923', 0.009895582806643117]
1;[606, '367', 0.00986885836642531]
1;[607, '480', 0.009862696767154063]
1;[608, '113', 0.0097946155414629]
1;[609, '355', 0.009789728233471023]
1;[610, '1114', 0.00978784156008611]
1;[611, '700', 0.00977730160031883]
1;[612, '904', 0.009717603013637832]
1;[613, '906', 0.009677813687421783]
1;[614, '807', 0.009644769265130877]
1;[615, '232', 0.009605993364570057]
1;[616, '601', 0.009599667193965314]
1;[617, '339', 0.00958317022364165]
1;[618, '689', 0.009571232046056168]
1;[619, '167', 0.009560513698925103]
1;[620, '64', 0.00946637386490553]
1;[621, '1015', 0.00941352875841115]
1;[622, '732', 0.00924939620156898]
1;[623, '325', 0.009187016120350387]
1;[624, '719', 0.00913696379633381]
1;[625, '772', 0.00903267716438653]
1;[626, '883', 0.009020646889942086]
1;[627, '992', 0.00900862126877561]
1;[628, '42', 0.008998773391131837]
1;[629, '607', 0.008986493018497198]
1;[630, '762', 0.00898234281398994]
1;[631, '695', 0.008981848030903322]
1;[632, '475', 0.008928363981686727]
1;[633, '1136', 0.008885930675786037]
1;[634, '111', 0.008847613797268469]
1;[635, '808', 0.008844384562182311]
1;[636, '1137', 0.008813166318836921]
1;[637, '1101', 0.008781972843521611]
1;[638, '74', 0.008742480914027347]
1;[639, '445', 0.008637387975688]
1;[640, '785', 0.008606997572060335]
1;[641, '874', 0.008592189771774963]
1;[642, '687', 0.008571445053852733]
1;[643, '197', 0.008554419823529818]
1;[644, '419', 0.00847790553720079]
1;[645, '971', 0.00846864743402006]
1;[646, '1040', 0.008429563684225972]
1;[647, '961', 0.008417639402194171]
1;[648, '206', 0.008400083350978383]
1;[649, '1155', 0.00838609102745482]
1;[650, '170', 0.008382155868702043]
1;[651, '233', 0.008299411671402763]
1;[652, '134', 0.008292953543286135]
1;[653, '125', 0.00826987101266143]
1;[654, '1070', 0.008268539823888746]
1;[655, '1126', 0.008240059097910642]
1;[656, '65', 0.008221637729086078]
1;[657, '390', 0.008147909801029555]
1;[658, '420', 0.008136721364476353]
1;[659, '156', 0.008128182078396409]
1;[660, '452', 0.0081173744961469]
1;[661, '292', 0.008055912864303622]
1;[662, '730', 0.008040818025508396]
1;[663, '669', 0.007999625695112282]
1;[664, '370', 0.007995938848714933]
1;[665, '193', 0.007977592083622274]
1;[666, '889', 0.007951535897951162]
1;[667, '237', 0.007900163374452115]
1;[668, '433', 0.007876628125825513]
1;[669, '888', 0.007857290214867703]
1;[670, '1141', 0.007844861974995685]
1;[671, '1051', 0.007794805992632818]
1;[672, '222', 0.0076576506371589075]
1;[673, '140', 0.00764908275333059]
1;[674, '922', 0.007645349757688721]
1;[675, '1170', 0.007639780756223271]
1;[676, '424', 0.007635196623072677]
1;[677, '361', 0.007616170947721947]
1;[678, '173', 0.007591428689104864]
1;[679, '929', 0.007578093570551448]
1;[680, '640', 0.007577655114558284]
1;[681, '8', 0.007536263922647469]
1;[682, '1197', 0.007532368932278602]
1;[683, '149', 0.00750580004693985]
1;[684, '649', 0.0074672782737302285]
1;[685, '703', 0.007430797986735105]
1;[686, '4', 0.0074145997027522444]
1;[687, '313', 0.007367807844308142]
1;[688, '863', 0.0073483571435441365]
1;[689, '626', 0.00734040324863734]
1;[690, '794', 0.00722795493558]
1;[691, '254', 0.007207358426319006]
1;[692, '93', 0.007201172070286066]
1;[693, '474', 0.00719319773333572]
1;[694, '407', 0.007097314321709307]
1;[695, '269', 0.007094779871007444]
1;[696, '757', 0.007040335152552505]
1;[697, '21', 0.00702700166775027]
1;[698, '191', 0.006986495099063177]
1;[699, '556', 0.00697362075869598]
1;[700, '84', 0.006968465096386931]
1;[701, '1056', 0.0068982070475486585]
1;[702, '1218', 0.006860388155540836]
1;[703, '1053', 0.006791713827868332]
1;[704, '1174', 0.006778363322354272]
1;[705, '397', 0.006722315680317841]
1;[706, '743', 0.00671977832079972]
1;[707, '736', 0.006697116813924057]
1;[708, '1226', 0.00661779800297021]
1;[709, '396', 0.006604109302074484]
1;[710, '50', 0.006534754162898799]
1;[711, '169', 0.006465523626421617]
1;[712, '1116', 0.006447359870756891]
1;[713, '1095', 0.006445253001781709]
1;[714, '937', 0.006440108497747416]
1;[715, '872', 0.0064113385747003315]
1;[716, '759', 0.006376427276746734]
1;[717, '252', 0.006360866204457815]
1;[718, '986', 0.006348765293546792]
1;[719, '253', 0.006332711958131351]
1;[720, '1032', 0.006286117543027736]
1;[721, '670', 0.006264270970843345]
1;[722, '771', 0.006193953104185566]
1;[723, '274', 0.006181255561788779]
1;[724, '983', 0.006179401163450136]
1;[725, '1046', 0.0061654654344261576]
1;[726, '68', 0.006150504861539142]
1;[727, '148', 0.006139362454479602]
