,QueryNumber,1,2,3,4,5,6,7,8,9,10
31,32.0,1.0,1.0,0.8637574337885663,0.8637574337885663,0.9567574534371579,0.9567574534371579,0.9567574534371579,0.9567574534371579,0.9567574534371579,0.9567574534371579
32,33.0,1.0,1.0,0.8201406500739014,0.8488636435746231,0.8671393540517235,0.8556625509272148,0.8676063424023059,0.8931695208902007,0.9460501194917845,0.9460501194917845
33,34.0,1.0,1.0,1.0,0.8403030283801005,0.7386919056633241,0.8249095109675606,0.8053065231532615,0.8942577654343022,0.9153035099488968,0.9353862540075223
34,35.0,0.0,0.2,0.17759056563718323,0.4893221942809582,0.4893221942809582,0.5524207491142097,0.6105207765856582,0.6105207765856582,0.6105207765856582,0.6105207765856582
35,36.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9172509175420708,0.8513280349149961,0.9193454780625185,0.9842506136972571
37,38.0,1.0,1.0,0.8201406500739014,0.7829417406581648,0.7829417406581648,0.7829417406581648,0.7829417406581648,0.9038930576869683,0.9038930576869683,0.9038930576869683
38,39.0,1.0,0.5,0.6199062332840657,0.5608333280452763,0.5569185955607018,0.5412747750295197,0.527627821323043,0.5748149979985495,0.6641303792533801,0.7493589127935197
39,40.0,0.0,0.0,0.0,0.0,0.0,0.06870140885511446,0.06870140885511446,0.3054888297046921,0.361512415611734,0.361512415611734
40,41.0,1.0,0.5,0.38009376671593426,0.47909091485969846,0.47909091485969846,0.47909091485969846,0.5928613329604866,0.6993259807070862,0.6993259807070862,0.6993259807070862
41,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9810088103502596,0.9813441155448093,0.9981920579947707
42,43.0,1.0,0.625,0.4751172083949178,0.4989241827438139,0.5177642522129058,0.5335188624364172,0.5471416981944002,0.532587102508546,0.6332878259194542,0.7293807369294346
43,44.0,1.0,1.0,1.0,0.8403030283801005,0.8596139055669277,0.7753926834409677,0.7939787327995653,0.8087854945662687,0.8768029377137913,0.9417080733485297
44,45.0,1.0,1.0,0.9173194127129571,0.9173194127129571,0.9173194127129571,0.9680147827042069,0.9680147827042069,0.9680147827042069,0.9680147827042069,0.9680147827042069
45,46.0,0.0,0.5,0.38009376671593426,0.47909091485969846,0.5420802832028203,0.5420802832028203,0.5420802832028203,0.6356710128248685,0.7242447767903861,0.7242447767903861
46,47.0,0.0,0.0,0.0,0.4,0.4861353116146786,0.4861353116146786,0.4861353116146786,0.4861353116146786,0.4861353116146786,0.4861353116146786
47,48.0,0.0,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163
48,49.0,1.0,1.0,1.0,1.0,1.0,0.975506090123561,0.9981826125195055,0.9423010193781396,0.9952833484845387,0.9952833484845387
49,50.0,1.0,1.0,1.0,1.0,0.8790780000963964,0.9876955095526512,0.9876955095526512,0.9876955095526512,0.9876955095526512,0.9876955095526512
50,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,53.0,0.75,0.8571428571428571,0.9584978080995372,0.9584978080995372,0.9584978080995372,0.9584978080995372,0.9584978080995372,0.9584978080995372,0.9584978080995372,0.9584978080995372
53,54.0,1.0,1.0,0.7601875334318685,0.706936014547648,0.6596781076548472,0.6987460867978016,0.8061026876770208,0.8061026876770208,0.8774107032664713,0.8774107032664713
54,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781035935540111,0.1781035935540111,0.3358360319468755,0.3358360319468755
55,56.0,0.0,0.2,0.17759056563718323,0.26638584845577484,0.26638584845577484,0.5411914838762327,0.5411914838762327,0.5411914838762327,0.5411914838762327,0.5411914838762327
56,57.0,0.25,0.7142857142857143,0.6332017535203702,0.6861420524061792,0.6336271138912242,0.6893575792819834,0.6695293307245026,0.704402073873092,0.7788194457636476,0.8261609255627964
57,58.0,0.5,0.75,0.5701406500739014,0.5190151577646733,0.5771768068110884,0.6341356407967512,0.6945015055865088,0.7412110446036405,0.8025195742031968,0.8204720117301001
58,59.0,0.0,0.0,0.0,0.08879528281859161,0.3947316570383079,0.46343306589342237,0.46343306589342237,0.46343306589342237,0.46343306589342237,0.46343306589342237
59,60.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,61.0,1.0,1.0,1.0,1.0,0.8790780000963964,0.9368180859006016,0.9396791425905262,0.9396791425905262,0.9396791425905262,0.9779475843667776
61,62.0,0.75,0.42857142857142855,0.4792489040497686,0.4100785073409606,0.3786925173352544,0.36610783182571915,0.4579059594277348,0.5724437040318194,0.6537421338817159,0.6796016064528632
62,63.0,0.75,0.5714285714285714,0.4498026302805553,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.7395454574298492,0.7395454574298492
63,64.0,0.0,0.0,0.23981246656813146,0.23981246656813146,0.4035099417625012,0.4035099417625012,0.5389020732416769,0.5389020732416769,0.5389020732416769,0.5389020732416769
64,65.0,1.0,0.5,0.4634494908668223,0.43807148975551435,0.43807148975551435,0.6075406753368529,0.6465517286163609,0.683057686095987,0.683057686095987,0.683057686095987
65,66.0,0.0,0.0,0.22409434362816755,0.22409434362816755,0.3005784371830966,0.3005784371830966,0.3005784371830966,0.3005784371830966,0.46864919490422224,0.46864919490422224
66,67.0,0.0,0.6666666666666666,0.6032336563127632,0.6786378633518585,0.6786378633518585,0.6786378633518585,0.6786378633518585,0.6786378633518585,0.7737873788827139,0.7737873788827139
67,68.0,0.5,0.375,0.5963941700935796,0.5658470100132084,0.742320173864116,0.742320173864116,0.742320173864116,0.742320173864116,0.742320173864116,0.742320173864116
68,69.0,1.0,1.0,0.7601875334318685,0.6387878864795979,0.7763433706236033,0.8999018141796293,0.8999018141796293,0.8999018141796293,0.8999018141796293,0.8999018141796293
69,70.0,1.0,1.0,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.904334904401992,0.904334904401992
70,71.0,0.25,0.2,0.28963773745126703,0.28963773745126703,0.28963773745126703,0.5644433728717249,0.5644433728717249,0.5644433728717249,0.5644433728717249,0.5644433728717249
71,72.0,0.0,0.375,0.5583580998961818,0.7239364549347813,0.7349213002134393,0.7440688046307066,0.7758437433270221,0.7758437433270221,0.7758437433270221,0.7758437433270221
72,73.0,1.0,1.0,1.0,0.8403030283801005,0.8403030283801005,0.9638614719361266,0.9638614719361266,0.9638614719361266,0.9638614719361266,0.9638614719361266
73,74.0,1.0,0.5,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288
74,75.0,0.5,0.25,0.4298593499260986,0.39255721253510467,0.5043511398880494,0.5193640023870622,0.5595382769013519,0.5849290430945312,0.5849290430945312,0.6766496299389865
75,76.0,1.0,0.5,0.5956650955980078,0.5670074811378709,0.5670074811378709,0.5670074811378709,0.7041053008558231,0.7041053008558231,0.7344595078807084,0.7344595078807084
76,77.0,1.0,0.5,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288,0.8154648767857288
77,78.0,0.75,1.0,0.9173194127129571,0.8609101556836468,0.8679068258449056,0.9130914317649855,0.9546966135663884,0.9546966135663884,0.9546966135663884,0.9546966135663884
78,79.0,1.0,0.8,0.8403030283801005,0.7781675294472667,0.7781675294472667,0.7781675294472667,0.8835252899070165,0.8835252899070165,0.8835252899070165,0.8835252899070165
79,80.0,1.0,0.75,0.6065023566029881,0.5967250301484044,0.6881311604519291,0.6984338123200048,0.6984338123200048,0.8122935095591937,0.8122935095591937,0.8122935095591937
80,81.0,1.0,0.875,0.7075860827034861,0.6583111324513098,0.743608499315779,0.874484779812086,0.874484779812086,0.874484779812086,0.874484779812086,0.874484779812086
81,82.0,1.0,1.0,0.8086698088039842,0.9140953175978279,0.9140953175978279,0.9140953175978279,0.948369772527316,0.948369772527316,0.948369772527316,0.948369772527316
82,83.0,1.0,0.5,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.7466041555227104,0.7466041555227104,0.7466041555227104
83,84.0,0.25,0.3333333333333333,0.39676634368723684,0.36894624466799464,0.46184404818062785,0.6664845921554123,0.6664845921554123,0.6664845921554123,0.6664845921554123,0.6664845921554123
84,85.0,0.0,0.0,0.11204717181408377,0.11204717181408377,0.18853126536901285,0.18853126536901285,0.18853126536901285,0.4253186862185904,0.4253186862185904,0.4253186862185904
85,86.0,0.3333333333333333,0.2,0.17759056563718323,0.16310739809365274,0.373846996515496,0.43694555134874746,0.43694555134874746,0.43694555134874746,0.43694555134874746,0.5351459900305385
86,87.0,0.0,0.0,0.0,0.0,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.3658532768686871
87,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20354696406172695,0.20354696406172695,0.20354696406172695,0.3325598193462903
88,89.0,1.0,0.7142857142857143,0.7750986848597222,0.7338383806335007,0.7016657244871398,0.8198071669385412,0.8198071669385412,0.8198071669385412,0.8198071669385412,0.850451137327103
89,90.0,1.0,1.0,1.0,1.0,0.9697695000240991,0.9971555917899059,0.9973400824899532,0.9974922899514459,0.9975796721526474,0.9975796721526474
90,91.0,0.5,0.5,0.58688267143572,0.5490771255548885,0.5490771255548885,0.5490771255548885,0.7326450897934679,0.7326450897934679,0.7326450897934679,0.7326450897934679
91,92.0,1.0,1.0,0.8800937667159342,0.8593181861447738,0.9036474259135158,0.9369450602951903,0.962513009405464,0.9640410273792445,0.9647214840330328,0.9653472184606056
92,94.0,1.0,0.625,0.4751172083949178,0.5589394006696482,0.6733394995985145,0.7927901694730608,0.7927901694730608,0.7927901694730608,0.7927901694730608,0.7927901694730608
93,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,96.0,1.0,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9
95,97.0,1.0,0.5,0.5956650955980078,0.5956650955980078,0.5956650955980078,0.7520831884288285,0.7520831884288285,0.7520831884288285,0.7520831884288285,0.7520831884288285
96,98.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,100.0,1.0,1.0,0.7601875334318685,0.9502344167898356,0.9502344167898356,0.9502344167898356,0.9502344167898356,0.9502344167898356,0.9502344167898356,0.9502344167898356
99,0.0,0.6161616161616161,0.5811447811447811,0.5840850880316364,0.5980810849479292,0.6239792350568408,0.6607730520013284,0.6832459038881241,0.7005635346541829,0.7240379738361807,0.7423014443406055
